,budget,id,popularity,production_companies,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,genres_list,Countries,release_year,language
173,130000000,65759,17.7735,3,150406466,100.0,['English'],1,Happy Feet Two,5.8,373,"['Animation', 'Comedy', 'Family']",1,2011,en
174,150000000,1724,62.898336,4,163712074,114.0,"['Portugu', 'Espa', 'English']",1,The Incredible Hulk,6.1,3021,"['Science Fiction', 'Action', 'Adventure']",1,2008,en
175,140000000,267935,44.19092,4,183345589,120.0,['English'],1,The BFG,6.0,1000,"['Adventure', 'Family', 'Fantasy']",2,2016,en
176,135000000,281957,100.635882,7,532950503,156.0,"['English', 'Fran']",1,The Revenant,7.3,6396,"['Western', 'Drama', 'Adventure', 'Thriller']",4,2015,en
177,135000000,77950,44.765377,1,282570682,96.0,['English'],1,Turbo,6.1,1074,"['Animation', 'Family']",1,2013,en
178,135000000,44896,29.91353,5,245724603,107.0,['English'],1,Rango,6.6,2051,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",1,2011,en
179,132000000,270946,84.366984,1,373552094,92.0,['English'],1,Penguins of Madagascar,6.5,1346,"['Family', 'Animation', 'Adventure', 'Comedy']",1,2014,en
180,70000000,2503,45.381501,4,442824138,115.0,"['English', 'Fran', 'P', 'Espa']",1,The Bourne Ultimatum,7.3,2888,"['Action', 'Drama', 'Mystery', 'Thriller']",2,2007,en
181,130000000,9502,84.689648,1,631744560,90.0,['English'],1,Kung Fu Panda,6.9,3145,"['Adventure', 'Animation', 'Family', 'Comedy']",1,2008,en
182,130000000,102899,120.09361,1,519311965,117.0,['English'],1,Ant-Man,7.0,5880,"['Science Fiction', 'Action', 'Adventure']",1,2015,en
183,130000000,101299,76.310119,2,847423452,146.0,['English'],1,The Hunger Games: Catching Fire,7.4,6495,"['Adventure', 'Action', 'Science Fiction']",1,2013,en
184,135000000,228161,63.473086,2,368871007,94.0,['English'],1,Home,6.8,1519,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",1,2015,en
185,132000000,74,48.572726,3,591739379,116.0,['English'],1,War of the Worlds,6.2,2322,"['Adventure', 'Thriller', 'Science Fiction']",1,2005,en
186,130000000,8961,38.068736,1,273339556,147.0,"['English', 'Espa']",1,Bad Boys II,6.3,1564,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",1,2003,en
187,130000000,417859,20.678787,1,554987477,90.0,"['Espa', 'English']",1,Puss in Boots,6.4,451,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",1,2011,en
188,110000000,27576,48.829437,4,293329073,100.0,"['English', 'P']",1,Salt,6.2,2093,"['Action', 'Mystery', 'Thriller']",1,2010,en
189,125000000,86834,46.115758,4,362637473,139.0,['English'],1,Noah,5.6,2350,"['Drama', 'Adventure']",1,2014,en
190,130000000,17578,89.938296,6,371940071,107.0,['English'],1,The Adventures of Tintin,6.7,2061,"['Adventure', 'Animation', 'Mystery']",2,2011,en
191,130000000,673,79.679601,1,789804554,141.0,['English'],1,Harry Potter and the Prisoner of Azkaban,7.7,5877,"['Adventure', 'Fantasy', 'Family']",2,2004,en
192,130000000,6972,28.840997,5,49554002,165.0,['English'],1,Australia,6.3,694,['Drama'],3,2008,en
193,130000000,82700,42.840582,3,243843127,100.0,['English'],1,After Earth,5.0,2532,"['Science Fiction', 'Action', 'Adventure']",1,2013,en
194,127500000,10567,26.548594,2,354248063,82.0,['English'],1,Dinosaur,6.2,542,"['Animation', 'Family']",1,2000,en
195,127000000,181533,115.597753,2,349424282,97.0,['English'],1,Night at the Museum: Secret of the Tomb,6.1,1851,"['Adventure', 'Comedy', 'Fantasy', 'Family']",2,2014,en
196,130000000,38055,68.757242,1,321887208,95.0,['English'],1,Megamind,6.7,1918,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",1,2010,en
197,125000000,671,109.984351,1,976475550,152.0,['English'],1,Harry Potter and the Philosopher's Stone,7.5,7006,"['Adventure', 'Fantasy', 'Family']",2,2001,en
198,130000000,49524,39.448066,3,61648500,96.0,['English'],1,R.I.P.D.,5.4,1260,"['Fantasy', 'Action', 'Comedy', 'Crime']",1,2013,en
199,140000000,22,271.972889,2,655011224,143.0,['English'],1,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,"['Adventure', 'Fantasy', 'Action']",1,2003,en
200,125000000,131631,206.227151,2,752100229,123.0,['English'],1,The Hunger Games: Mockingjay - Part 1,6.6,5584,"['Science Fiction', 'Adventure', 'Thriller']",1,2014,en
201,125000000,591,45.313197,4,767820459,149.0,"['English', 'Fran', 'Latin', 'Espa']",1,The Da Vinci Code,6.5,2704,"['Thriller', 'Mystery']",4,2006,en
202,103000000,172385,42.40024,2,500188435,102.0,"['English', 'Portugu']",1,Rio 2,6.3,978,"['Animation', 'Adventure', 'Comedy', 'Family']",1,2014,en
203,110000000,36658,2.871739,3,407711549,133.0,"['English', 'Deutsch', 'Italiano']",1,X2,6.8,3506,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",1,2003,en
204,125000000,51497,7.255718,3,626137675,130.0,"['English', 'Espa', 'Portugu', 'Italiano']",1,Fast Five,7.1,2438,"['Action', 'Thriller', 'Crime']",1,2011,en
205,125000000,58574,81.499621,4,334615000,129.0,['English'],1,Sherlock Holmes: A Game of Shadows,7.0,3886,"['Adventure', 'Action', 'Crime', 'Mystery']",1,2011,en
206,125000000,18823,47.686442,3,232713139,106.0,['English'],1,Clash of the Titans,5.6,2233,"['Adventure', 'Fantasy', 'Action']",1,2010,en
207,65000000,861,43.129703,2,261317921,113.0,['English'],1,Total Recall,7.1,1710,"['Action', 'Adventure', 'Science Fiction']",1,1990,en
208,160000000,1911,27.220157,1,61698899,102.0,"['English', 'Norsk']",1,The 13th Warrior,6.4,510,"['Adventure', 'Fantasy', 'Action']",1,1999,en
209,130000000,49040,90.33681,4,276572938,120.0,"['English', 'P']",1,The Bourne Legacy,6.0,2651,"['Action', 'Thriller']",1,2012,en
210,125000000,415,50.073575,1,238207122,125.0,['English'],1,Batman & Robin,4.2,1418,"['Action', 'Crime', 'Fantasy']",2,1997,en
211,123000000,8871,45.419668,2,345141403,104.0,['English'],1,How the Grinch Stole Christmas,6.2,1386,"['Family', 'Comedy', 'Fantasy']",2,2000,en
212,125000000,435,41.380094,4,544272402,124.0,"['English', 'Fran', 'Espa']",1,The Day After Tomorrow,6.2,2392,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,2004,en
213,125000000,955,54.931334,1,546388105,123.0,['English'],1,Mission: Impossible II,5.9,1928,"['Adventure', 'Action', 'Thriller']",2,2000,en
214,120000000,2133,25.752118,2,325756637,130.0,['English'],1,The Perfect Storm,6.2,597,['Drama'],1,2000,en
215,130000000,1979,60.810723,6,289047763,92.0,['English'],1,4: Rise of the Silver Surfer,5.4,2589,"['Adventure', 'Fantasy', 'Action', 'Thriller']",3,2007,en
216,120000000,87827,51.328145,5,609016565,127.0,"['English', 'Fran']",1,Life of Pi,7.2,5797,"['Adventure', 'Drama', 'Action']",3,2012,en
217,110000000,1250,46.834704,6,228738393,114.0,['English'],1,Ghost Rider,5.2,1712,"['Thriller', 'Action', 'Fantasy', 'Horror']",2,2007,en
218,120000000,324668,62.641286,3,415484914,123.0,['English'],1,Jason Bourne,5.9,2341,"['Action', 'Thriller']",3,2016,en
219,120000000,9471,33.616115,3,259175788,106.0,"['English', 'Espa']",1,Charlie's Angels: Full Throttle,5.2,914,"['Action', 'Adventure', 'Comedy']",1,2003,en
220,130000000,70981,68.889395,4,403170142,124.0,['English'],1,Prometheus,6.3,5080,"['Science Fiction', 'Adventure', 'Mystery']",2,2012,en
221,120000000,10996,27.990284,2,169956806,78.0,['English'],1,Stuart Little 2,5.4,613,"['Family', 'Adventure', 'Animation', 'Comedy']",1,2002,en
222,115000000,68724,67.33767,6,286140700,109.0,['English'],1,Elysium,6.4,3439,"['Science Fiction', 'Action', 'Drama', 'Thriller']",1,2013,en
223,105000000,2789,27.835436,2,115772733,119.0,['English'],1,The Chronicles of Riddick,6.3,1570,"['Action', 'Science Fiction']",1,2004,en
224,120000000,97020,66.757869,2,242688965,102.0,['English'],1,RoboCop,5.7,2342,"['Action', 'Science Fiction']",2,2014,en
225,120000000,7459,17.060695,5,93945766,135.0,['English'],1,Speed Racer,5.7,354,"['Action', 'Family', 'Science Fiction']",3,2008,en
226,120000000,42888,11.137655,3,48668907,121.0,['English'],1,How Do You Know,4.9,223,"['Comedy', 'Drama', 'Romance']",1,2010,en
227,117000000,37834,44.906918,5,261930431,109.0,"['English', 'Deutsch', 'Espa']",1,Knight and Day,5.9,1547,"['Action', 'Comedy']",1,2010,en
228,120000000,75612,67.698004,4,286168572,124.0,['English'],1,Oblivion,6.4,4800,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",1,2013,en
229,113000000,1895,44.108427,1,850000000,140.0,['English'],1,Star Wars: Episode III - Revenge of the Sith,7.1,4116,"['Science Fiction', 'Adventure', 'Action']",1,2005,en
230,120000000,1894,43.987061,1,649398328,142.0,['English'],1,Star Wars: Episode II - Attack of the Clones,6.4,3992,"['Adventure', 'Action', 'Science Fiction']",1,2002,en
231,115000000,585,106.815545,2,562816256,92.0,['English'],1,"Monsters, Inc.",7.5,5996,"['Animation', 'Comedy', 'Family']",1,2001,en
232,120000000,76170,15.953444,5,415440673,126.0,['English'],1,The Wolverine,6.3,4053,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",2,2013,en
233,115000000,1893,54.035265,1,924317558,136.0,['English'],1,Star Wars: Episode I - The Phantom Menace,6.3,4432,"['Adventure', 'Action', 'Science Fiction']",1,1999,en
234,135000000,49519,64.183321,1,585178928,98.0,['English'],1,The Croods,6.8,2399,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1,2013,en
235,97250400,2395,20.344364,6,132900000,116.0,"['Fran', 'Portugu']",1,Astérix aux Jeux Olympiques,5.0,471,"['Fantasy', 'Adventure', 'Comedy', 'Family']",5,2008,fr
236,115000000,12100,18.714197,1,77628265,134.0,['English'],1,Windtalkers,5.8,341,"['Drama', 'Action', 'History', 'War']",1,2002,en
237,115000000,290595,60.467984,3,164602163,114.0,['English'],1,The Huntsman: Winter's War,6.0,1523,"['Action', 'Adventure', 'Drama']",1,2016,en
238,125000000,98566,143.350376,3,477200000,101.0,['English'],1,Teenage Mutant Ninja Turtles,5.8,2636,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",1,2014,en
239,105000000,49047,110.153618,2,716392705,91.0,['English'],1,Gravity,7.3,5751,"['Science Fiction', 'Thriller', 'Drama']",2,2013,en
240,116000000,9619,16.90444,2,178127760,108.0,['English'],1,Dante's Peak,5.7,428,"['Action', 'Adventure', 'Thriller']",1,1997,en
241,135000000,308531,39.873791,4,245623848,112.0,['English'],1,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963,"['Fantasy', 'Action', 'Adventure', 'Comedy']",3,2016,en
242,120000000,166424,38.126095,5,167977596,100.0,['English'],1,Fantastic Four,4.4,2278,"['Action', 'Adventure', 'Science Fiction']",1,2015,en
243,110000000,1593,48.780039,2,574480841,108.0,"['English', 'Italiano']",1,Night at the Museum,6.3,2862,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",2,2006,en
244,110000000,254128,100.412364,3,470490832,114.0,['English'],1,San Andreas,6.0,2968,"['Action', 'Drama', 'Thriller']",3,2015,en
245,110000000,714,42.887121,1,333011068,119.0,"['Deutsch', 'English', 'Dansk']",1,Tomorrow Never Dies,6.0,925,"['Adventure', 'Action', 'Thriller']",2,1997,en
246,110000000,2024,23.657284,3,215294342,165.0,['English'],1,The Patriot,6.8,1099,"['Drama', 'History', 'War', 'Action']",2,2000,en
247,110000000,163,76.840712,4,362744280,125.0,"['Fran', 'Italiano', 'Nederlands', 'English']",1,Ocean's Twelve,6.4,2124,"['Thriller', 'Crime']",1,2004,en
248,110000000,787,44.635452,5,478207520,120.0,"['English', 'Espa']",1,Mr. & Mrs. Smith,6.5,2965,"['Action', 'Comedy', 'Drama', 'Thriller']",1,2005,en
249,110000000,262500,103.718387,4,295238201,119.0,['English'],1,Insurgent,6.2,3829,"['Adventure', 'Science Fiction', 'Thriller']",1,2015,en
250,116000000,2567,45.616098,4,102000000,170.0,['English'],1,The Aviator,7.0,1489,['Drama'],1,2004,en
251,112000000,38745,22.845143,4,237382724,85.0,['English'],1,Gulliver's Travels,4.9,621,['Comedy'],1,2010,en
252,120000000,40805,31.703608,3,227817248,119.0,['English'],1,The Green Hornet,5.5,1251,"['Action', 'Crime', 'Comedy']",1,2011,en
253,110000000,53182,71.510596,5,337580051,102.0,['English'],1,300: Rise of an Empire,6.1,2397,"['Action', 'War']",1,2014,en
254,110000000,41513,36.65422,3,563749323,103.0,['English'],1,The Smurfs,5.5,1179,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",1,2011,en
255,110000000,13700,19.625972,1,103951461,76.0,['English'],1,Home on the Range,5.7,389,"['Animation', 'Family']",1,2004,en
256,110000000,262504,86.105615,4,179246868,121.0,['English'],1,Allegiant,5.9,1998,"['Adventure', 'Science Fiction']",1,2016,en
257,110000000,39254,37.195046,8,299268508,127.0,['English'],1,Real Steel,6.6,2692,"['Action', 'Science Fiction', 'Drama']",2,2011,en
258,105000000,77931,32.473628,5,347434178,105.0,['English'],1,The Smurfs 2,5.5,695,"['Fantasy', 'Family', 'Comedy', 'Animation']",1,2013,en
259,160000000,1639,23.336875,2,164508066,121.0,"['English', 'Portugu']",1,Speed 2: Cruise Control,4.1,434,"['Action', 'Adventure', 'Thriller']",1,1997,en
260,110000000,80274,45.94834,5,125537191,114.0,['English'],1,Ender's Game,6.6,2303,"['Science Fiction', 'Action', 'Adventure']",1,2013,en
261,110000000,1571,48.93337,5,383531464,128.0,"['English', 'Italiano', 'Fran']",1,Live Free or Die Hard,6.4,2089,"['Action', 'Thriller']",2,2007,en
262,93000000,120,138.049577,3,871368364,178.0,['English'],1,The Lord of the Rings: The Fellowship of the Ring,8.0,8705,"['Adventure', 'Fantasy', 'Action']",2,2001,en
263,110000000,10204,22.643776,5,72178895,120.0,"['Deutsch', 'English', 'Fran', 'T']",1,Around the World in 80 Days,5.7,672,"['Action', 'Adventure', 'Comedy']",4,2004,en
264,107000000,8489,18.866672,1,87713825,157.0,['English'],1,Ali,6.7,447,['Drama'],1,2001,en
265,0,10588,18.251129,3,0,82.0,['English'],1,The Cat in the Hat,4.9,366,"['Comedy', 'Fantasy', 'Family']",1,2003,en
266,120000000,2048,95.914473,5,347234916,115.0,['English'],1,"I, Robot",6.7,3793,"['Action', 'Science Fiction']",2,2004,en
267,130000000,1495,44.490453,9,211643158,144.0,"['English', 'Italiano', 'Latin']",1,Kingdom of Heaven,6.6,1157,"['Drama', 'Action', 'Adventure', 'History', 'War']",5,2005,en
268,133000000,10137,30.475297,2,300135367,84.0,['English'],1,Stuart Little,5.8,959,"['Animation', 'Fantasy', 'Family', 'Comedy']",2,1999,en
269,105000000,10198,62.479574,2,267045765,97.0,"['Fran', 'English']",1,The Princess and the Frog,6.7,1247,"['Romance', 'Family', 'Animation', 'Music']",1,2009,en
270,108000000,286217,167.93287,6,630161890,141.0,['English'],1,The Martian,7.6,7268,"['Drama', 'Adventure', 'Science Fiction']",1,2015,en
271,126000000,1635,37.68056,1,162949164,136.0,['English'],1,The Island,6.5,1770,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",1,2005,en
272,90000000,24113,1.004579,1,10372291,104.0,['English'],1,Town & Country,3.7,16,"['Comedy', 'Romance']",0,2001,en
273,90000000,9679,52.995628,2,237202299,118.0,['English'],1,Gone in Sixty Seconds,6.1,1485,"['Action', 'Crime', 'Thriller']",1,2000,en
274,103000000,98,95.301296,6,457640427,155.0,['English'],1,Gladiator,7.9,5439,"['Action', 'Drama', 'Adventure']",2,2000,en
275,102000000,180,65.948959,5,358372926,145.0,"['English', 'svenska']",1,Minority Report,7.1,2608,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",1,2002,en
276,100000000,672,132.397737,1,876688482,161.0,['English'],1,Harry Potter and the Chamber of Secrets,7.4,5815,"['Adventure', 'Fantasy', 'Family']",3,2002,en
277,150000000,36557,88.935165,3,599045960,144.0,"['English', 'Fran']",1,Casino Royale,7.3,3855,"['Adventure', 'Action', 'Thriller']",5,2006,en
278,100000000,869,51.188633,2,362211740,119.0,['English'],1,Planet of the Apes,5.6,1243,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",1,2001,en
279,100000000,280,101.74155,3,520000000,137.0,"['English', 'Espa']",1,Terminator 2: Judgment Day,7.7,4185,"['Action', 'Thriller', 'Science Fiction']",2,1991,en
280,80000000,11322,33.691694,7,214104620,140.0,['English'],1,Public Enemies,6.5,1344,"['History', 'Crime', 'Drama']",1,2009,en
281,100000000,4982,42.361215,5,266465037,157.0,['English'],1,American Gangster,7.4,1502,"['Drama', 'Crime']",2,2007,en
282,115000000,36955,38.729418,2,378882411,141.0,"['English', 'Fran', 'Deutsch']",1,True Lies,6.8,1116,"['Action', 'Thriller']",1,1994,en
283,100000000,18487,40.597856,4,150166126,106.0,['English'],1,The Taking of Pelham 1 2 3,6.2,954,"['Thriller', 'Drama', 'Crime']",1,2009,en
284,100000000,39451,32.389353,6,310650585,98.0,['English'],1,Little Fockers,5.4,1060,"['Comedy', 'Romance']",1,2010,en
285,100000000,27581,24.399642,2,170432927,107.0,['English'],1,The Other Guys,6.1,1383,"['Action', 'Comedy', 'Crime']",1,2010,en
286,100000000,9268,24.507987,1,242295562,115.0,['English'],1,Eraser,5.6,543,"['Action', 'Drama', 'Mystery', 'Thriller']",2,1996,en
287,100000000,68718,82.121691,2,425368238,165.0,"['English', 'Fran', 'Deutsch']",1,Django Unchained,7.8,10099,"['Drama', 'Western']",1,2012,en
288,100000000,10545,46.727941,1,100138851,91.0,"['Latin', 'English']",1,The Hunchback of Notre Dame,6.8,1129,"['Drama', 'Animation', 'Family']",1,1996,en
289,100000000,11688,51.113717,2,169327687,78.0,['English'],1,The Emperor's New Groove,7.2,1490,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1,2000,en
290,100000000,76163,53.732892,2,312573423,103.0,['English'],1,The Expendables 2,6.1,2896,"['Action', 'Adventure', 'Thriller']",1,2012,en
291,100000000,2059,58.849256,4,347451894,131.0,"['Latin', 'English', 'Espa']",1,National Treasure,6.4,1926,"['Adventure', 'Action', 'Thriller', 'Mystery']",1,2004,en
292,100000000,2486,30.863434,6,249288105,104.0,['English'],1,Eragon,4.9,967,"['Fantasy', 'Action', 'Adventure', 'Family']",3,2006,en
293,100000000,16523,31.586215,4,100086793,101.0,['English'],1,Where the Wild Things Are,6.4,572,"['Family', 'Fantasy']",1,2009,en
294,100000000,116711,36.711378,2,268426634,102.0,['English'],1,Epic,6.4,1121,"['Animation', 'Adventure', 'Family', 'Fantasy']",1,2013,en
295,100000000,37710,41.426678,9,278731369,103.0,"['English', 'Fran', 'Italiano', 'P', 'Espa']",1,The Tourist,6.0,1699,"['Action', 'Thriller', 'Romance']",4,2010,en
296,100000000,9946,20.652943,1,211989043,121.0,"['English', 'Italiano', 'Latin']",1,End of Days,5.5,482,"['Action', 'Fantasy', 'Horror', 'Mystery']",1,1999,en
297,100000000,1372,52.792678,4,170877916,143.0,"['Afrikaans', 'English']",1,Blood Diamond,7.3,2281,"['Drama', 'Thriller', 'Action']",2,2006,en
298,100000000,106646,95.007934,5,392000694,180.0,"['Fran', 'English']",1,The Wolf of Wall Street,7.9,6571,"['Crime', 'Drama', 'Comedy']",1,2013,en
299,100000000,414,48.205606,1,336529144,121.0,['English'],1,Batman Forever,5.2,1498,"['Action', 'Crime', 'Fantasy']",2,1995,en
300,105000000,563,58.782359,3,121214377,129.0,['English'],1,Starship Troopers,6.7,1560,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",1,1997,en
301,102000000,83542,73.872343,7,130482868,172.0,['English'],1,Cloud Atlas,6.6,2977,"['Drama', 'Science Fiction']",4,2012,en
302,80000000,41216,37.321848,3,140073390,97.0,['English'],1,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,"['Animation', 'Adventure', 'Family', 'Fantasy']",2,2010,en
303,100000000,314,32.271938,5,82102379,104.0,"['Espa', 'English']",1,Catwoman,4.2,808,"['Action', 'Crime']",1,2004,en
304,100000000,184315,76.842247,3,243400000,99.0,['English'],1,Hercules,5.6,1680,"['Action', 'Adventure']",1,2014,en
305,140000000,9016,38.924136,2,109578115,95.0,['English'],1,Treasure Planet,7.2,948,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",1,2002,en
306,100000000,18162,19.38841,3,68688831,102.0,['English'],1,Land of the Lost,5.3,381,"['Adventure', 'Comedy', 'Science Fiction']",1,2009,en
